"split","image","label","source_split"
"train","000958_jpg.rf.61619b28bbe091bb3d43307557523230.jpg","000958_jpg.rf.61619b28bbe091bb3d43307557523230.txt","train"
"train","FisheyeCamera_1_01107_png.rf.fcc6776e3801a1d31b43c42ba5d0a9cf.jpg","FisheyeCamera_1_01107_png.rf.fcc6776e3801a1d31b43c42ba5d0a9cf.txt","train"
"train","000538_jpg.rf.246b285a0e4e4b63bd57add235c4a8d4.jpg","000538_jpg.rf.246b285a0e4e4b63bd57add235c4a8d4.txt","train"
"train","00014_00011_00016_png.rf.5d9694057ca5ca6f8891d7d75a7e72a0.jpg","00014_00011_00016_png.rf.5d9694057ca5ca6f8891d7d75a7e72a0.txt","train"
"train","road625_png.rf.39abf521d5f8ec445b498b6a6b2d19ac.jpg","road625_png.rf.39abf521d5f8ec445b498b6a6b2d19ac.txt","train"
"train","FisheyeCamera_1_01018_png.rf.937ee29f1e02bd6a65196c1fcaabaac9.jpg","FisheyeCamera_1_01018_png.rf.937ee29f1e02bd6a65196c1fcaabaac9.txt","valid"
"train","00000_00002_00026_png.rf.d0992ba2034a29012c4af7285fe5956d.jpg","00000_00002_00026_png.rf.d0992ba2034a29012c4af7285fe5956d.txt","train"
"train","road541_png.rf.54c0115069ef9535d4171aec46dcf8e6.jpg","road541_png.rf.54c0115069ef9535d4171aec46dcf8e6.txt","train"
"train","FisheyeCamera_1_00026_png.rf.afe5e6d8ffe497afdb329b58baa31ec7.jpg","FisheyeCamera_1_00026_png.rf.afe5e6d8ffe497afdb329b58baa31ec7.txt","train"
"train","000705_jpg.rf.5bb5c9a45246455afe2b1c9c29f22ce3.jpg","000705_jpg.rf.5bb5c9a45246455afe2b1c9c29f22ce3.txt","train"
"train","00014_00009_00012_png.rf.54ce1a7fa1a08ab84d1d1d744edc0b1e.jpg","00014_00009_00012_png.rf.54ce1a7fa1a08ab84d1d1d744edc0b1e.txt","valid"
"train","000049_jpg.rf.0c654bb0c77cc315cc2f2a11422b39f3.jpg","000049_jpg.rf.0c654bb0c77cc315cc2f2a11422b39f3.txt","train"
"train","00014_00021_00028_png.rf.f6d5fa1cfd2702ef6ade5d99710daabc.jpg","00014_00021_00028_png.rf.f6d5fa1cfd2702ef6ade5d99710daabc.txt","train"
"train","00004_00032_00016_png.rf.a1ee3132a1495b0cc892da12df83ea0b.jpg","00004_00032_00016_png.rf.a1ee3132a1495b0cc892da12df83ea0b.txt","valid"
"train","road593_png.rf.ba4355b0a9ee591ef854fdd7aec6c8b3.jpg","road593_png.rf.ba4355b0a9ee591ef854fdd7aec6c8b3.txt","train"
"train","000618_jpg.rf.1370c8a4b7bae8e649513c8d7a14a7f4.jpg","000618_jpg.rf.1370c8a4b7bae8e649513c8d7a14a7f4.txt","valid"
"train","000441_jpg.rf.0e51a342234c17e478d6bf5fe7e42a60.jpg","000441_jpg.rf.0e51a342234c17e478d6bf5fe7e42a60.txt","train"
"train","000906_jpg.rf.5b5e26d252a3698590a691cc5ce193ab.jpg","000906_jpg.rf.5b5e26d252a3698590a691cc5ce193ab.txt","train"
"train","000597_jpg.rf.36c0d3fcd73f547629e2f603b559a332.jpg","000597_jpg.rf.36c0d3fcd73f547629e2f603b559a332.txt","train"
"train","00005_00015_00000_png.rf.931eb41cdee5dacf75809d81cd6f45a0.jpg","00005_00015_00000_png.rf.931eb41cdee5dacf75809d81cd6f45a0.txt","train"
"train","FisheyeCamera_1_01088_png.rf.70774c464313c8fb73f824b9dbba67a3.jpg","FisheyeCamera_1_01088_png.rf.70774c464313c8fb73f824b9dbba67a3.txt","train"
"train","00014_00005_00029_png.rf.d8c41fb766f1a213727a8b2735a37a85.jpg","00014_00005_00029_png.rf.d8c41fb766f1a213727a8b2735a37a85.txt","train"
"train","00014_00001_00015_png.rf.3f96876e443b6b5ef2f8b953731ea355.jpg","00014_00001_00015_png.rf.3f96876e443b6b5ef2f8b953731ea355.txt","train"
"train","00002_00021_00028_png.rf.3499f84fb3aaed5f33badb65ce197566.jpg","00002_00021_00028_png.rf.3499f84fb3aaed5f33badb65ce197566.txt","valid"
"train","00014_00001_00019_png.rf.e5cf93cc865b4fba4ca9b405e869db3f.jpg","00014_00001_00019_png.rf.e5cf93cc865b4fba4ca9b405e869db3f.txt","test"
"train","road869_png.rf.9428c2ebdb117c267a174dd6825b2759.jpg","road869_png.rf.9428c2ebdb117c267a174dd6825b2759.txt","valid"
"train","000810_jpg.rf.71130d51de66321e1af79c8a3ea5342f.jpg","000810_jpg.rf.71130d51de66321e1af79c8a3ea5342f.txt","train"
"train","road289_png.rf.b60f442f1694815dfc3ba4f69b09b455.jpg","road289_png.rf.b60f442f1694815dfc3ba4f69b09b455.txt","test"
"train","FisheyeCamera_1_00086_png.rf.915425cb4c69be991ae08343a2bff4f4.jpg","FisheyeCamera_1_00086_png.rf.915425cb4c69be991ae08343a2bff4f4.txt","train"
"train","road104_png.rf.b8abe2a3840ee0a48ee855901f67c68f.jpg","road104_png.rf.b8abe2a3840ee0a48ee855901f67c68f.txt","test"
"train","00000_00001_00015_png.rf.9c55a5f25a24f6e9476d41175d007d95.jpg","00000_00001_00015_png.rf.9c55a5f25a24f6e9476d41175d007d95.txt","valid"
"train","000201_jpg.rf.ad4084f001e12a779abbb2791227e798.jpg","000201_jpg.rf.ad4084f001e12a779abbb2791227e798.txt","train"
"train","001483_jpg.rf.569937375e10b63665c49825e1e9e3c1.jpg","001483_jpg.rf.569937375e10b63665c49825e1e9e3c1.txt","train"
"train","00014_00002_00025_png.rf.8223cfb53dce3f4c2bae74d7d0a68b39.jpg","00014_00002_00025_png.rf.8223cfb53dce3f4c2bae74d7d0a68b39.txt","train"
"train","000984_JPG_jpg.rf.40562606198a63735201a52ce4324d4f.jpg","000984_JPG_jpg.rf.40562606198a63735201a52ce4324d4f.txt","train"
"train","000989_JPG_jpg.rf.0a519411ce29b210d57d33ea6a2ba970.jpg","000989_JPG_jpg.rf.0a519411ce29b210d57d33ea6a2ba970.txt","test"
"train","000287_jpg.rf.920524a12e66e6f5a4dabfbc242363f2.jpg","000287_jpg.rf.920524a12e66e6f5a4dabfbc242363f2.txt","test"
"train","000869_JPG_jpg.rf.2f284225e5bd1231d5325187cb2353d4.jpg","000869_JPG_jpg.rf.2f284225e5bd1231d5325187cb2353d4.txt","train"
"train","000263_jpg.rf.edd87e234d6067261424b116a3cbde2e.jpg","000263_jpg.rf.edd87e234d6067261424b116a3cbde2e.txt","valid"
"train","road26_png.rf.4ef750adc59fa2abc3347a2ce0608973.jpg","road26_png.rf.4ef750adc59fa2abc3347a2ce0608973.txt","train"
"train","000285_jpg.rf.a7fc28d23d1690f4e140c650f7d7a4ce.jpg","000285_jpg.rf.a7fc28d23d1690f4e140c650f7d7a4ce.txt","train"
"train","road279_png.rf.267e53d38879555b6f677dcc96a07aee.jpg","road279_png.rf.267e53d38879555b6f677dcc96a07aee.txt","train"
"train","FisheyeCamera_1_00129_png.rf.4137ff3428beb2e4b7ccad50cc30782a.jpg","FisheyeCamera_1_00129_png.rf.4137ff3428beb2e4b7ccad50cc30782a.txt","train"
"train","road563_png.rf.3abf3bb29dbc7967f53f583d43aca717.jpg","road563_png.rf.3abf3bb29dbc7967f53f583d43aca717.txt","valid"
"train","001612_JPG_jpg.rf.6157d73abf7e7ac671d86b43edeeaa98.jpg","001612_JPG_jpg.rf.6157d73abf7e7ac671d86b43edeeaa98.txt","train"
"train","00004_00021_00009_png.rf.2d6329f2d6457b13a25118cb848c59b6.jpg","00004_00021_00009_png.rf.2d6329f2d6457b13a25118cb848c59b6.txt","train"
"train","road596_png.rf.4d42637c1271143a6322399c7dea080e.jpg","road596_png.rf.4d42637c1271143a6322399c7dea080e.txt","test"
"train","001463_jpg.rf.879e985ee263fd36ff1c94be120dca05.jpg","001463_jpg.rf.879e985ee263fd36ff1c94be120dca05.txt","valid"
"train","001831_JPG_jpg.rf.d209ca8eeccae8af80f818a5f341070c.jpg","001831_JPG_jpg.rf.d209ca8eeccae8af80f818a5f341070c.txt","train"
"train","001029_jpg.rf.8dc19d79f175ebc306ae053d65c2f234.jpg","001029_jpg.rf.8dc19d79f175ebc306ae053d65c2f234.txt","train"
"train","00007_00036_00016_png.rf.5462bac9ba3973f8cc5e8d1607940150.jpg","00007_00036_00016_png.rf.5462bac9ba3973f8cc5e8d1607940150.txt","train"
"train","00002_00049_00027_png.rf.45fdf553e2de259cc8b1657bb0aaad83.jpg","00002_00049_00027_png.rf.45fdf553e2de259cc8b1657bb0aaad83.txt","train"
"train","road759_png.rf.04beff70fc6f5e7d9ee0d5952e85bfa0.jpg","road759_png.rf.04beff70fc6f5e7d9ee0d5952e85bfa0.txt","train"
"train","road674_png.rf.097c58743980230b06c084dafec95ba1.jpg","road674_png.rf.097c58743980230b06c084dafec95ba1.txt","train"
"train","FisheyeCamera_1_00019_png.rf.3569127607cd22f70f9f76c92443ecd8.jpg","FisheyeCamera_1_00019_png.rf.3569127607cd22f70f9f76c92443ecd8.txt","train"
"train","00014_00011_00028_png.rf.a96875a590740a2096aa19346bb6dc8e.jpg","00014_00011_00028_png.rf.a96875a590740a2096aa19346bb6dc8e.txt","train"
"train","001238_jpg.rf.76ebdbe7f78e2832e50fc9e10ea237ba.jpg","001238_jpg.rf.76ebdbe7f78e2832e50fc9e10ea237ba.txt","train"
"train","00001_00065_00006_png.rf.28330e4d8201a463be9539714d40e3e1.jpg","00001_00065_00006_png.rf.28330e4d8201a463be9539714d40e3e1.txt","test"
"train","00000_00002_00018_png.rf.2f275cebac0adcc565c34d236ef6864e.jpg","00000_00002_00018_png.rf.2f275cebac0adcc565c34d236ef6864e.txt","train"
"train","00005_00013_00016_png.rf.db82289ad39e0cf0b477bf6f985903b4.jpg","00005_00013_00016_png.rf.db82289ad39e0cf0b477bf6f985903b4.txt","valid"
"train","10c3aecb-eaa3-4f81-a749-fd76b25be428_jpg.rf.fe7a52efd08d72070df9f039bd12f6f6.jpg","10c3aecb-eaa3-4f81-a749-fd76b25be428_jpg.rf.fe7a52efd08d72070df9f039bd12f6f6.txt","train"
"train","000424_jpg.rf.f93b105fb3663f99e14d02f679c702cc.jpg","000424_jpg.rf.f93b105fb3663f99e14d02f679c702cc.txt","train"
"train","road863_png.rf.2854af47439d9ffe19d808b0dd3bee3b.jpg","road863_png.rf.2854af47439d9ffe19d808b0dd3bee3b.txt","valid"
"train","00014_00011_00001_png.rf.5505f99718ae7e15021f3b37b41133be.jpg","00014_00011_00001_png.rf.5505f99718ae7e15021f3b37b41133be.txt","train"
"train","001294_jpg.rf.365782fa244e6a731e390c06516cd524.jpg","001294_jpg.rf.365782fa244e6a731e390c06516cd524.txt","valid"
"train","road318_png.rf.e061f8599d2e76d610fa544c8e4e48aa.jpg","road318_png.rf.e061f8599d2e76d610fa544c8e4e48aa.txt","train"
"train","000739_jpg.rf.b2f00909cfea59e4355236bd4de48cc6.jpg","000739_jpg.rf.b2f00909cfea59e4355236bd4de48cc6.txt","train"
"train","00003_00040_00029_png.rf.c77214e3830e590d9931c0e8beffce4b.jpg","00003_00040_00029_png.rf.c77214e3830e590d9931c0e8beffce4b.txt","test"
"train","000373_jpg.rf.f4437d03da8e0fe65f69b737ebad88a8.jpg","000373_jpg.rf.f4437d03da8e0fe65f69b737ebad88a8.txt","valid"
"train","road753_png.rf.67ac80ba73f25178e19de14fe0678951.jpg","road753_png.rf.67ac80ba73f25178e19de14fe0678951.txt","train"
"train","001605_JPG_jpg.rf.327138f884ccbf52b9f5f8bae5325a67.jpg","001605_JPG_jpg.rf.327138f884ccbf52b9f5f8bae5325a67.txt","train"
"train","000764_jpg.rf.77efde7c77b5aea87721809c028e900f.jpg","000764_jpg.rf.77efde7c77b5aea87721809c028e900f.txt","train"
"train","000821_jpg.rf.a1db784465723606117f20c7c2fd78c3.jpg","000821_jpg.rf.a1db784465723606117f20c7c2fd78c3.txt","train"
"train","road537_png.rf.1c67f4dffc41b8b57148a1c7832ad536.jpg","road537_png.rf.1c67f4dffc41b8b57148a1c7832ad536.txt","train"
"train","00003_00010_00014_png.rf.7b14d9822fb81a76337e40bb3c12a819.jpg","00003_00010_00014_png.rf.7b14d9822fb81a76337e40bb3c12a819.txt","valid"
"train","FisheyeCamera_1_00479_png.rf.43f706938f56b7a419a27913bfbad0c3.jpg","FisheyeCamera_1_00479_png.rf.43f706938f56b7a419a27913bfbad0c3.txt","valid"
"train","00008_00032_00018_png.rf.9479b0bb50683a74c516458690ddcf6d.jpg","00008_00032_00018_png.rf.9479b0bb50683a74c516458690ddcf6d.txt","train"
"train","00001_00025_00025_png.rf.3068de35f892d47c34bcae8de29ae7ef.jpg","00001_00025_00025_png.rf.3068de35f892d47c34bcae8de29ae7ef.txt","test"
"train","001035_jpg.rf.37bba1493b4ddcc00f6cacd741fd5998.jpg","001035_jpg.rf.37bba1493b4ddcc00f6cacd741fd5998.txt","test"
"train","00001_00003_00029_png.rf.6e63ce0c86c14d9cedfadfa72ebc9e66.jpg","00001_00003_00029_png.rf.6e63ce0c86c14d9cedfadfa72ebc9e66.txt","train"
"train","000734_JPG_jpg.rf.93ec5188190364f4c3356de9ec7dcda1.jpg","000734_JPG_jpg.rf.93ec5188190364f4c3356de9ec7dcda1.txt","train"
"train","001871_png_jpg.rf.948f5b1546a2ab28a8165fc8e226927f.jpg","001871_png_jpg.rf.948f5b1546a2ab28a8165fc8e226927f.txt","train"
"train","000519_jpg.rf.eb7c9ff333e55287045a5b7238bdd92b.jpg","000519_jpg.rf.eb7c9ff333e55287045a5b7238bdd92b.txt","train"
"train","00004_00040_00006_png.rf.219b549be10c18b8aea4f961ad35a900.jpg","00004_00040_00006_png.rf.219b549be10c18b8aea4f961ad35a900.txt","valid"
"train","00005_00056_00007_png.rf.5596fd114dfcaf61a987764ae0fdfe2d.jpg","00005_00056_00007_png.rf.5596fd114dfcaf61a987764ae0fdfe2d.txt","train"
"train","FisheyeCamera_1_00300_png.rf.364d43e93da9acbdcc4844a43b9a87d2.jpg","FisheyeCamera_1_00300_png.rf.364d43e93da9acbdcc4844a43b9a87d2.txt","train"
"train","9d3d7cd0-7f2c-48ee-af30-56f3a73da5b7_jpg.rf.2ae0ecb3baa0e9a2d711a93cb1323dfd.jpg","9d3d7cd0-7f2c-48ee-af30-56f3a73da5b7_jpg.rf.2ae0ecb3baa0e9a2d711a93cb1323dfd.txt","train"
"train","001244_jpg.rf.38c35b7810448f81ac3e7ecdc69956be.jpg","001244_jpg.rf.38c35b7810448f81ac3e7ecdc69956be.txt","train"
"train","00007_00041_00005_png.rf.de55a35fdee605e5888b007ad3b7bf72.jpg","00007_00041_00005_png.rf.de55a35fdee605e5888b007ad3b7bf72.txt","train"
"train","001215_jpg.rf.26192138092618694ebfc87eab2ff7e1.jpg","001215_jpg.rf.26192138092618694ebfc87eab2ff7e1.txt","train"
"train","road859_png.rf.b4a14ab0dc15f2d15a75a11e5f5b3c9c.jpg","road859_png.rf.b4a14ab0dc15f2d15a75a11e5f5b3c9c.txt","test"
"train","00003_00027_00025_png.rf.7c21b33592ea844df818d38582b53e4b.jpg","00003_00027_00025_png.rf.7c21b33592ea844df818d38582b53e4b.txt","test"
"train","001499_jpg.rf.ff3aa06c6c5714ca4623e3a93e36c189.jpg","001499_jpg.rf.ff3aa06c6c5714ca4623e3a93e36c189.txt","train"
"train","00014_00001_00025_png.rf.897c13291fa64de3612a0a840027259f.jpg","00014_00001_00025_png.rf.897c13291fa64de3612a0a840027259f.txt","train"
"train","001488_jpg.rf.2a531b9ee5f227dc03240c871cbd4b5e.jpg","001488_jpg.rf.2a531b9ee5f227dc03240c871cbd4b5e.txt","train"
"train","00003_00002_00019_png.rf.3b98c1a9f34dfe8f1869a44e6f191cbb.jpg","00003_00002_00019_png.rf.3b98c1a9f34dfe8f1869a44e6f191cbb.txt","train"
"train","00007_00005_00009_png.rf.a5ed5bdc7c6b5509f24799f2616ff884.jpg","00007_00005_00009_png.rf.a5ed5bdc7c6b5509f24799f2616ff884.txt","valid"
"train","FisheyeCamera_1_01101_png.rf.def60dba5fafa91520402621bceb9fed.jpg","FisheyeCamera_1_01101_png.rf.def60dba5fafa91520402621bceb9fed.txt","train"
"train","183bc196-1a4b-43f7-9d0b-ecce08393ffe_jpg.rf.72dba53b80a781d07e3f16055906fc8a.jpg","183bc196-1a4b-43f7-9d0b-ecce08393ffe_jpg.rf.72dba53b80a781d07e3f16055906fc8a.txt","train"
"train","000398_jpg.rf.a1ec9c0df18ec5e0b775f0aad67ef291.jpg","000398_jpg.rf.a1ec9c0df18ec5e0b775f0aad67ef291.txt","train"
"train","000456_jpg.rf.06a8aeb04168a3a66914f9ad97ea2e42.jpg","000456_jpg.rf.06a8aeb04168a3a66914f9ad97ea2e42.txt","valid"
"train","FisheyeCamera_1_00026_png.rf.0c9d8ea4667b414c2e19303f56539cfe.jpg","FisheyeCamera_1_00026_png.rf.0c9d8ea4667b414c2e19303f56539cfe.txt","train"
"train","00007_00026_00027_png.rf.11a9326a205b4c70e89afeadc4362948.jpg","00007_00026_00027_png.rf.11a9326a205b4c70e89afeadc4362948.txt","train"
"train","000499_jpg.rf.de2c36114e61f42b003c3b937a8b168c.jpg","000499_jpg.rf.de2c36114e61f42b003c3b937a8b168c.txt","train"
"train","road677_png.rf.78043a0ae94146e5cdc0dc9dbca42b53.jpg","road677_png.rf.78043a0ae94146e5cdc0dc9dbca42b53.txt","train"
"train","00001_00042_00013_png.rf.4d1a4ef3dc403af73ad0e935e8d54773.jpg","00001_00042_00013_png.rf.4d1a4ef3dc403af73ad0e935e8d54773.txt","train"
"train","road703_png.rf.bf032393242bc18e68a2698a48dfd1df.jpg","road703_png.rf.bf032393242bc18e68a2698a48dfd1df.txt","train"
"train","00005_00003_00025_png.rf.8b7107d4c3567361a4eab4605dee7b53.jpg","00005_00003_00025_png.rf.8b7107d4c3567361a4eab4605dee7b53.txt","train"
"train","001670_JPG_jpg.rf.524f85433d54676935778af6848322ec.jpg","001670_JPG_jpg.rf.524f85433d54676935778af6848322ec.txt","train"
"train","001699_JPG_jpg.rf.cbd2447de787d4172fdbeb2bf0c7456d.jpg","001699_JPG_jpg.rf.cbd2447de787d4172fdbeb2bf0c7456d.txt","train"
"train","road424_png.rf.48dd63eb354ee19e64e4f0dcab34145b.jpg","road424_png.rf.48dd63eb354ee19e64e4f0dcab34145b.txt","train"
"train","00003_00026_00023_png.rf.2e150ecdaec96f94e16e0fc47869f565.jpg","00003_00026_00023_png.rf.2e150ecdaec96f94e16e0fc47869f565.txt","train"
"train","00001_00067_00009_png.rf.eb7b0eb9255c98616b91517792b6112e.jpg","00001_00067_00009_png.rf.eb7b0eb9255c98616b91517792b6112e.txt","valid"
"train","000710_jpg.rf.50aac2252bcc80502a8d5fc438b9e61d.jpg","000710_jpg.rf.50aac2252bcc80502a8d5fc438b9e61d.txt","train"
"train","road436_png.rf.74f37fa93c9c3425ab24894348cb07f8.jpg","road436_png.rf.74f37fa93c9c3425ab24894348cb07f8.txt","train"
"train","00014_00004_00019_png.rf.88a42af9a98ec7dff8c8a7c9da28f74d.jpg","00014_00004_00019_png.rf.88a42af9a98ec7dff8c8a7c9da28f74d.txt","train"
"train","00003_00017_00016_png.rf.db6b2eae874dc030fd99088671cda6ab.jpg","00003_00017_00016_png.rf.db6b2eae874dc030fd99088671cda6ab.txt","valid"
"train","00002_00000_00021_png.rf.605e4e50476cc129c3d94c33032fa478.jpg","00002_00000_00021_png.rf.605e4e50476cc129c3d94c33032fa478.txt","valid"
"train","001836_JPG_jpg.rf.6029908d1b1efe202f61598de08d2bbe.jpg","001836_JPG_jpg.rf.6029908d1b1efe202f61598de08d2bbe.txt","valid"
"train","000086_jpg.rf.d3d12450d549b7d411c61b8a204cfdaa.jpg","000086_jpg.rf.d3d12450d549b7d411c61b8a204cfdaa.txt","test"
"train","001647_JPG_jpg.rf.25cc0ab854453f2a56ccc9129ed936aa.jpg","001647_JPG_jpg.rf.25cc0ab854453f2a56ccc9129ed936aa.txt","train"
"train","000606_jpg.rf.5807b61f886bd61197bf81bed2c90706.jpg","000606_jpg.rf.5807b61f886bd61197bf81bed2c90706.txt","train"
"train","FisheyeCamera_1_00000_png.rf.bdcc370f0a991112ab8cba855fada81b.jpg","FisheyeCamera_1_00000_png.rf.bdcc370f0a991112ab8cba855fada81b.txt","test"
"train","00014_00002_00020_png.rf.6ea260a67860ac920397c63a4d3bfbc2.jpg","00014_00002_00020_png.rf.6ea260a67860ac920397c63a4d3bfbc2.txt","valid"
"train","001637_JPG_jpg.rf.2c600a69792069f98162b0a6c8d6f873.jpg","001637_JPG_jpg.rf.2c600a69792069f98162b0a6c8d6f873.txt","valid"
"train","000054_jpg.rf.7d1a1d15b5f1567384e2d077f960a5b6.jpg","000054_jpg.rf.7d1a1d15b5f1567384e2d077f960a5b6.txt","valid"
"train","00004_00059_00000_png.rf.0f14ea6d02a78aa75283c134f40d81a9.jpg","00004_00059_00000_png.rf.0f14ea6d02a78aa75283c134f40d81a9.txt","train"
"train","00001_00010_00005_png.rf.15a763b1f2193e1da2c1ebfba0d9e753.jpg","00001_00010_00005_png.rf.15a763b1f2193e1da2c1ebfba0d9e753.txt","train"
"train","00004_00005_00020_png.rf.c3d1578d1b176ce6ccce18bcc3d19d45.jpg","00004_00005_00020_png.rf.c3d1578d1b176ce6ccce18bcc3d19d45.txt","valid"
"train","FisheyeCamera_1_00298_png.rf.517e5da0e848abcab7f72c190e2cb6d4.jpg","FisheyeCamera_1_00298_png.rf.517e5da0e848abcab7f72c190e2cb6d4.txt","test"
"train","00003_00003_00007_png.rf.3a7f343dc497d5c4525e349f83f32edc.jpg","00003_00003_00007_png.rf.3a7f343dc497d5c4525e349f83f32edc.txt","train"
"train","road78_png.rf.58b44eac7b7c88efca598f08eafa4c22.jpg","road78_png.rf.58b44eac7b7c88efca598f08eafa4c22.txt","train"
"train","00007_00005_00007_png.rf.f30053428e6b645e76a749dc118696e1.jpg","00007_00005_00007_png.rf.f30053428e6b645e76a749dc118696e1.txt","train"
"train","00007_00016_00010_png.rf.0fe34793352aa7ef4ee38e165a9851f4.jpg","00007_00016_00010_png.rf.0fe34793352aa7ef4ee38e165a9851f4.txt","test"
"train","FisheyeCamera_1_01049_png.rf.c9186e0103ab069ed7c8fe9935cd6487.jpg","FisheyeCamera_1_01049_png.rf.c9186e0103ab069ed7c8fe9935cd6487.txt","valid"
"train","00000_00003_00018_png.rf.a98c6b6cf8edaf071d8985b2d7249b8a.jpg","00000_00003_00018_png.rf.a98c6b6cf8edaf071d8985b2d7249b8a.txt","train"
"train","000847_jpg.rf.46be29a3063f03e2ea4504d66fa051fc.jpg","000847_jpg.rf.46be29a3063f03e2ea4504d66fa051fc.txt","train"
"train","000018_jpg.rf.4d01e1cda4c9862cb245fb1fa872415b.jpg","000018_jpg.rf.4d01e1cda4c9862cb245fb1fa872415b.txt","train"
"train","FisheyeCamera_1_01094_png.rf.1248af42a1525115a25146fd5cc37093.jpg","FisheyeCamera_1_01094_png.rf.1248af42a1525115a25146fd5cc37093.txt","valid"
"train","00014_00021_00029_png.rf.98c305641ff20cc08f65108fb1da7d5d.jpg","00014_00021_00029_png.rf.98c305641ff20cc08f65108fb1da7d5d.txt","train"
"train","000039_jpg.rf.14a33689308fafcf8a1ef330a41498a7.jpg","000039_jpg.rf.14a33689308fafcf8a1ef330a41498a7.txt","train"
"train","road96_png.rf.1dcbb039371a4df71083db9b5fc784f9.jpg","road96_png.rf.1dcbb039371a4df71083db9b5fc784f9.txt","train"
"train","00014_00004_00010_png.rf.043b7530b711773ce1d09c89f0a3e831.jpg","00014_00004_00010_png.rf.043b7530b711773ce1d09c89f0a3e831.txt","test"
"train","FisheyeCamera_1_00597_png.rf.3b3f58b9d2c7d417f4dc3d684171e1f9.jpg","FisheyeCamera_1_00597_png.rf.3b3f58b9d2c7d417f4dc3d684171e1f9.txt","train"
"train","road439_png.rf.f55cfe36455da63db1f366522b94a7b4.jpg","road439_png.rf.f55cfe36455da63db1f366522b94a7b4.txt","test"
"train","001401_jpg.rf.5715bb60ecdbd74baeab8aae02208c81.jpg","001401_jpg.rf.5715bb60ecdbd74baeab8aae02208c81.txt","train"
"train","road598_png.rf.7a7fb2458a3b371f7e1f53374671a352.jpg","road598_png.rf.7a7fb2458a3b371f7e1f53374671a352.txt","train"
"train","000106_jpg.rf.259a87017fa3e8ea1dd483b587a504d8.jpg","000106_jpg.rf.259a87017fa3e8ea1dd483b587a504d8.txt","train"
"train","00004_00046_00003_png.rf.126ecbbef704794bd6a2fbd22a372b02.jpg","00004_00046_00003_png.rf.126ecbbef704794bd6a2fbd22a372b02.txt","train"
"train","00014_00015_00007_png.rf.b7eee281e3983aae49c004c6e9f55a77.jpg","00014_00015_00007_png.rf.b7eee281e3983aae49c004c6e9f55a77.txt","train"
"train","road496_png.rf.9e8c5630be4308a8c84ceefd02f5f3e8.jpg","road496_png.rf.9e8c5630be4308a8c84ceefd02f5f3e8.txt","train"
"train","000404_png_jpg.rf.c78a9b212fe780391b130d51e9d1a388.jpg","000404_png_jpg.rf.c78a9b212fe780391b130d51e9d1a388.txt","train"
"train","00003_00043_00019_png.rf.ab4b0057b76ed9c590fe4ad2475a446f.jpg","00003_00043_00019_png.rf.ab4b0057b76ed9c590fe4ad2475a446f.txt","train"
"train","road729_png.rf.c291e175b2e36f49a6dadaaaa95502b5.jpg","road729_png.rf.c291e175b2e36f49a6dadaaaa95502b5.txt","train"
"train","00000_00002_00026_png.rf.8bd644c51559abfb6ff75956cd72e06c.jpg","00000_00002_00026_png.rf.8bd644c51559abfb6ff75956cd72e06c.txt","test"
"train","FisheyeCamera_1_00225_png.rf.6c292a12fe718e77ea8c85c049c88631.jpg","FisheyeCamera_1_00225_png.rf.6c292a12fe718e77ea8c85c049c88631.txt","train"
"train","00004_00035_00005_png.rf.d10e809721ccab0a77d9a665176f9566.jpg","00004_00035_00005_png.rf.d10e809721ccab0a77d9a665176f9566.txt","test"
"train","road270_png.rf.d5377aaa1e3325e6c438922887a9c216.jpg","road270_png.rf.d5377aaa1e3325e6c438922887a9c216.txt","train"
"train","road639_png.rf.59315f4b68b9cd0f20b30de44a68d196.jpg","road639_png.rf.59315f4b68b9cd0f20b30de44a68d196.txt","test"
"train","00002_00031_00027_png.rf.0c1f952632413feecba2d39034e25d16.jpg","00002_00031_00027_png.rf.0c1f952632413feecba2d39034e25d16.txt","train"
"train","000142_jpg.rf.803552c8059c5141606df2e5c6f0c6ae.jpg","000142_jpg.rf.803552c8059c5141606df2e5c6f0c6ae.txt","train"
"train","road538_png.rf.f047376bff7bd5cedf46ecacf6211e02.jpg","road538_png.rf.f047376bff7bd5cedf46ecacf6211e02.txt","train"
"train","000095_jpg.rf.006499f82e91ea4d123a32501effc74e.jpg","000095_jpg.rf.006499f82e91ea4d123a32501effc74e.txt","train"
"train","00002_00012_00000_png.rf.1d169804ea67bd61a98acbcf9d71c52c.jpg","00002_00012_00000_png.rf.1d169804ea67bd61a98acbcf9d71c52c.txt","train"
"train","road668_png.rf.deecfbcdf8b5279b46b5432f399ab940.jpg","road668_png.rf.deecfbcdf8b5279b46b5432f399ab940.txt","train"
"train","00001_00023_00010_png.rf.4b0ebfb9b0be7793719308b638597a10.jpg","00001_00023_00010_png.rf.4b0ebfb9b0be7793719308b638597a10.txt","train"
"train","00008_00011_00012_png.rf.d5a58cfb1d1170a1caf4d7f88f3fd6b4.jpg","00008_00011_00012_png.rf.d5a58cfb1d1170a1caf4d7f88f3fd6b4.txt","train"
"train","road327_png.rf.68dc7b0435de763b0c933cf3b17b7057.jpg","road327_png.rf.68dc7b0435de763b0c933cf3b17b7057.txt","train"
